id_vụ,year,event_sequence,yield_class
Soc Trang_2014_winter_spring,2014,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Soc Trang_2014_summer_autumn,2014,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']",High
Soc Trang_2014_main_season,2014,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",High
Soc Trang_2015_winter_spring,2015,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Soc Trang_2015_summer_autumn,2015,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",High
Soc Trang_2015_main_season,2015,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",High
Soc Trang_2016_winter_spring,2016,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Vừa-Khô']",Low
Soc Trang_2016_summer_autumn,2016,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Vừa']",Medium
Soc Trang_2016_main_season,2016,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Nóng-Vừa']",Medium
Soc Trang_2017_winter_spring,2017,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Vừa-Khô', 'stage_4_Mát-Vừa', 'stage_5_Mát-Khô']",Medium
Soc Trang_2017_summer_autumn,2017,"['stage_1_Nóng-Khô', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Mát-Ướt']",Medium
Soc Trang_2017_main_season,2017,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",High
Soc Trang_2018_winter_spring,2018,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Low
Soc Trang_2018_summer_autumn,2018,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",Medium
Soc Trang_2018_main_season,2018,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']",Medium
Soc Trang_2019_winter_spring,2019,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']",Low
Soc Trang_2019_summer_autumn,2019,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Soc Trang_2019_main_season,2019,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Medium
Soc Trang_2020_winter_spring,2020,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']",Low
Soc Trang_2020_summer_autumn,2020,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Low
Soc Trang_2020_main_season,2020,"['stage_1_Nóng-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",Medium
Soc Trang_2021_winter_spring,2021,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Medium
Soc Trang_2021_summer_autumn,2021,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Low
Soc Trang_2021_main_season,2021,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Low
Soc Trang_2022_winter_spring,2022,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']",Low
Soc Trang_2022_summer_autumn,2022,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Low
Soc Trang_2022_main_season,2022,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Low
Soc Trang_2023_winter_spring,2023,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Low
Soc Trang_2023_summer_autumn,2023,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Soc Trang_2023_main_season,2023,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Low
Soc Trang_2024_winter_spring,2024,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Vừa-Khô', 'stage_5_Nóng-Khô']",Low
Soc Trang_2024_summer_autumn,2024,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Soc Trang_2024_main_season,2024,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",Medium
Bac Lieu_1995_summer_autumn,1995,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Bac Lieu_1995_main_season,1995,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",High
Bac Lieu_1996_winter_spring,1996,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Low
Bac Lieu_1996_summer_autumn,1996,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Low
Bac Lieu_1996_main_season,1996,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",High
Bac Lieu_1997_winter_spring,1997,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Low
Bac Lieu_1997_summer_autumn,1997,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Ướt']",High
Bac Lieu_1997_main_season,1997,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",Low
Bac Lieu_1998_winter_spring,1998,"['stage_1_Vừa-Khô', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Nóng-Khô']",Low
Bac Lieu_1998_summer_autumn,1998,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",High
Bac Lieu_1998_main_season,1998,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Vừa']",High
Bac Lieu_1999_winter_spring,1999,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_1999_summer_autumn,1999,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",Medium
Bac Lieu_1999_main_season,1999,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",Low
Bac Lieu_2000_winter_spring,2000,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_2000_summer_autumn,2000,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",High
Bac Lieu_2000_main_season,2000,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Ướt']",Medium
Bac Lieu_2001_winter_spring,2001,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Medium
Bac Lieu_2001_summer_autumn,2001,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Medium
Bac Lieu_2001_main_season,2001,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2002_winter_spring,2002,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Medium
Bac Lieu_2002_summer_autumn,2002,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2002_main_season,2002,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']",Low
Bac Lieu_2003_winter_spring,2003,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']",Low
Bac Lieu_2003_summer_autumn,2003,"['stage_1_Nóng-Khô', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Medium
Bac Lieu_2003_main_season,2003,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Low
Bac Lieu_2004_winter_spring,2004,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_2004_summer_autumn,2004,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']",High
Bac Lieu_2004_main_season,2004,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",Medium
Bac Lieu_2005_winter_spring,2005,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']",High
Bac Lieu_2005_summer_autumn,2005,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']",High
Bac Lieu_2005_main_season,2005,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2006_winter_spring,2006,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']",High
Bac Lieu_2006_summer_autumn,2006,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Low
Bac Lieu_2006_main_season,2006,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2007_winter_spring,2007,"['stage_1_Vừa-Khô', 'stage_2_Vừa-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Medium
Bac Lieu_2007_summer_autumn,2007,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Low
Bac Lieu_2007_main_season,2007,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",High
Bac Lieu_2008_winter_spring,2008,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Vừa-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_2008_summer_autumn,2008,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2008_main_season,2008,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",Medium
Bac Lieu_2009_winter_spring,2009,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Vừa']",High
Bac Lieu_2009_summer_autumn,2009,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Low
Bac Lieu_2009_main_season,2009,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",Medium
Bac Lieu_2010_winter_spring,2010,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']",Low
Bac Lieu_2010_summer_autumn,2010,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
Bac Lieu_2010_main_season,2010,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Medium
Bac Lieu_2011_winter_spring,2011,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_2011_summer_autumn,2011,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2011_main_season,2011,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2012_winter_spring,2012,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Medium
Bac Lieu_2012_summer_autumn,2012,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2012_main_season,2012,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2013_winter_spring,2013,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']",High
Bac Lieu_2013_summer_autumn,2013,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",High
Bac Lieu_2013_main_season,2013,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Medium
Bac Lieu_2014_winter_spring,2014,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_2014_summer_autumn,2014,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",Medium
Bac Lieu_2014_main_season,2014,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",Medium
Bac Lieu_2015_winter_spring,2015,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Bac Lieu_2015_summer_autumn,2015,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2015_main_season,2015,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",Low
Bac Lieu_2016_winter_spring,2016,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Vừa-Khô']",Low
Bac Lieu_2016_summer_autumn,2016,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",High
Bac Lieu_2016_main_season,2016,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",Low
Bac Lieu_2017_winter_spring,2017,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Vừa-Khô', 'stage_4_Mát-Vừa', 'stage_5_Mát-Khô']",Medium
Bac Lieu_2017_summer_autumn,2017,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2017_main_season,2017,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Low
Bac Lieu_2018_winter_spring,2018,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Medium
Bac Lieu_2018_summer_autumn,2018,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2018_main_season,2018,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",Low
Bac Lieu_2019_winter_spring,2019,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']",Medium
Bac Lieu_2019_summer_autumn,2019,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
Bac Lieu_2019_main_season,2019,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",Low
Bac Lieu_2020_winter_spring,2020,"['stage_1_Vừa-Khô', 'stage_2_Mát-Khô', 'stage_3_Nóng-Khô', 'stage_4_Vừa-Khô', 'stage_5_Vừa-Khô']",Medium
Bac Lieu_2020_summer_autumn,2020,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",Low
Bac Lieu_2020_main_season,2020,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",High
Bac Lieu_2021_winter_spring,2021,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Low
Bac Lieu_2021_summer_autumn,2021,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",Medium
Bac Lieu_2021_main_season,2021,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",High
Bac Lieu_2022_winter_spring,2022,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']",Low
Bac Lieu_2022_summer_autumn,2022,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Bac Lieu_2022_main_season,2022,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']",High
Bac Lieu_2023_winter_spring,2023,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",Low
Bac Lieu_2023_summer_autumn,2023,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Medium
Bac Lieu_2023_main_season,2023,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",High
Bac Lieu_2024_winter_spring,2024,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Vừa-Khô', 'stage_5_Nóng-Khô']",Low
Bac Lieu_2024_summer_autumn,2024,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
Bac Lieu_2024_main_season,2024,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",High
Ca Mau_1995_summer_autumn,1995,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",High
Ca Mau_1995_main_season,1995,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Low
Ca Mau_1996_summer_autumn,1996,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Ca Mau_1996_main_season,1996,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Medium
Ca Mau_1997_winter_spring,1997,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Ca Mau_1997_summer_autumn,1997,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Mát-Ướt']",Medium
Ca Mau_1997_main_season,1997,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Low
Ca Mau_1998_winter_spring,1998,"['stage_1_Mát-Khô', 'stage_2_Vừa-Khô', 'stage_3_Nóng-Khô', 'stage_4_Nóng-Khô', 'stage_5_Nóng-Khô']",Low
Ca Mau_1998_summer_autumn,1998,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Low
Ca Mau_1998_main_season,1998,"['stage_1_Nóng-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
